Sector,SubIndustry1,SubIndustry2,SubIndustry3,SubIndustry4,SubIndustry5,SubIndustry6,SubIndustry7,SubIndustry8,SubIndustry9,Metric,Segment1,Segment2,Segment3,Segment4,Report Name,Time Unit,From,To,Data Unit,Unit Description,Written Explanation,Region,Report Description,Report Link,Report Last Published,Price,Report Update Frequency,Publisher,Publisher Description,Report Quality,Completeness,Cataloger Notes,Catalog Group Source,Page
Technology,Cybersecurity,Data Security,(DLP) Data Loss Prevention,,,,,,,Vendor Comparison,,,,,IDC MarketScape Worldwide Data Loss Protection 2018 Vendor Assessment (FREE),year,1/1/17,12/31/17,Vendor Comparison,Vendor Assessments,2018. This report contains IDC's vendor descriptions and assessment for (DLP) data loss protection (FREE),Global,"This report contains IDC's vendor descriptions and assessment for (DLP) data loss protection (FREE), 2018",https://it-b.co.uk/wp-content/uploads/2018/07/IDC-Vendor-landscape-DLP.pdf,3/31/18,0,irregular,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,1,,,
Technology,Cybersecurity,Data Security,(HSM) Hardware Security Modules,,,,,,,Sales,,,,,ENCRYPTION AND DIGITAL IDENTITY AS DRIVERS FOR INTELLIGENT ORGANIZATIONS,year,1/1/16,12/31/21,Dollars ($),Revenue,"2016-2021. Dataset contains worldwide Hardware Security Modules revenue, on page 6.",Global,"Report contains worldwide Cybersecurity market revenue, 2017-2021",https://idcspain.com/research/RESOURCES/ATTACHMENTS/Vendor-Spotlight-Realsec-en.pdf,11/1/18,0,irregular,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,6
Technology,Cybersecurity,Data Security,(HSM) Hardware Security Modules,,,,,,,Vendor Comparison,,,,,Application for clearance of a business acquisition under s66 of the Commerce Act 1986,year,1/1/18,12/31/18,Vendor Comparison,Vendor Comparison,2018. Dataset contains worldwide Hardware Security Modules market vendor comparison.,Global,"Report contains worldwide Hardware Security Module market vendor comparison, 2018",https://comcom.govt.nz/__data/assets/pdf_file/0031/89563/Thales-S.A.-and-Gemalto-N.V.-Clearance-application-31-July-2018.PDF,7/31/18,0,irregular,Thales,Thales is a provider of data security solutions and services,2,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,,,,,"Cyber Security Maautomags Forecast, 2018 - 2025",year,1/1/18,12/31/25,Dollars ($),Revenue,2018-2025. Dataset contains revenue for Encryption.,Global,"This report contains forecasts for the global cyber security market, by region, solution and industry, 2018-2025.",https://www.alliedmarketresearch.com/cyber-security-market,3/1/19,4099,irregular,Allied Market Research,Allied Market Research is a provider of statistics across a broad range of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,,,,,Top 10 Security Technologies,year,1/1/14,12/31/21,Dollars ($),Revenue,2014-2021. Dataset contains market size on encryption software.,Global,"Report contains extensive data on major cybersecurity segments, 2014-2021",https://www.marketsandmarkets.com/Market-Reports/top-10-security-technologies-market-217719124.html,2/1/17,5650,annual,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,,,,,"Worldwide IT Security Products Forecast, 2018-2022: Do You Make Friends or Acquire Technology to Round Out a Portfolio?",year,1/1/16,12/31/22,Dollars ($),Revenue,2016-2022. Dataset may contain encryption tools revenue,Global,Report contains data on worldwide IT security products 2013-2022,https://www.idc.com/getdoc.jsp?containerId=US44182918,8/31/18,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Business Size,,,,Cybersecurity Market by Solution - Global Forecast to 2023,year,1/1/16,12/31/23,Dollars ($),Revenue,"2016-2023. Dataset contains market revenue for the global Encryption market, by business size.","North America, Europe, Asia Pacific, APAC, Middle East and Africa, MEA, EMEA, Latin America, Global","Report contains extensive data on the cybersecurity industry with segmentations by region, industry, business size and cybersecurity segment, 2016-2023",https://www.marketsandmarkets.com/Market-Reports/cyber-security-market-505.html,9/1/18,7150,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Business Size,,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains encryption software revenue segmented by business size,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Component,,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains encryption software revenue segmented by component,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Component,Region,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains encryption software revenue segmented by component segmented by region,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Industry,,,,Cybersecurity Market by Solution - Global Forecast to 2023,year,1/1/16,12/31/23,Dollars ($),Revenue,"2016-2023. Dataset contains market revenue for the global Encryption market, by Industry.","North America, Europe, Asia Pacific, APAC, Middle East and Africa, MEA, EMEA, Latin America, Global","Report contains extensive data on the cybersecurity industry with segmentations by region, industry, business size and cybersecurity segment, 2016-2023",https://www.marketsandmarkets.com/Market-Reports/cyber-security-market-505.html,9/1/18,7150,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Industry,,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains encryption software revenue segmented by industry,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Region,,,,"Cyber Security Maautomags Forecast, 2018 - 2025",year,1/1/18,12/31/25,Dollars ($),Revenue,2018-2025. Dataset contains revenue for Encryption by region.,Global,"This report contains forecasts for the global cyber security market, by region, solution and industry, 2018-2025.",https://www.alliedmarketresearch.com/cyber-security-market,3/1/19,4099,irregular,Allied Market Research,Allied Market Research is a provider of statistics across a broad range of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Region,,,,Cybersecurity Market by Solution - Global Forecast to 2023,year,1/1/16,12/31/23,Dollars ($),Revenue,"2016-2023. Dataset contains market revenue for the global Encryption market, opened by region.","North America, Europe, Asia Pacific, APAC, Middle East and Africa, MEA, EMEA, Latin America, Global","Report contains extensive data on the cybersecurity industry with segmentations by region, industry, business size and cybersecurity segment, 2016-2023",https://www.marketsandmarkets.com/Market-Reports/cyber-security-market-505.html,9/1/18,7150,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Region,,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains encryption software revenue segmented by region,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Region,Business Size,,,Cybersecurity Market by Solution - Global Forecast to 2023,year,1/1/16,12/31/23,Dollars ($),Revenue,"2016-2023. Dataset contains market revenue for the global Encryption market, by region and business size.","North America, Europe, Asia Pacific, APAC, Middle East and Africa, MEA, EMEA, Latin America, Global","Report contains extensive data on the cybersecurity industry with segmentations by region, industry, business size and cybersecurity segment, 2016-2023",https://www.marketsandmarkets.com/Market-Reports/cyber-security-market-505.html,9/1/18,7150,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Region,Business Size,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains encryption software revenue segmented by region segmented by business size,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Region,Component,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains encryption software revenue segmented by region segmented by component,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Sales,Region,Type of Service,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains encryption software revenue segmented by region segmented by type of service,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Surveys & Statistics,,,,,Data routinely encrypted by enterprises worldwide in FY2016 and FY2017,year,1/1/16,12/31/17,Survey & Statistics Data,Survey Data,2016-2017. This report contains respondent data regarding the types of data that is routinely encrypted by enterprises worldwide,Global,This report contains respondent data regarding the types of data that is routinely encrypted by enterprises worldwide in FY 2016-2017,https://www.statista.com/statistics/529981/worldwide-enterprise-encryption-data-types/,4/30/18,588,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Surveys & Statistics,,,,,Global Internet Phenomena Spotlight Encrypted Internet Traffic,year,1/1/14,12/31/14,Survey & Statistics Data,Security Statistics,2015. Report contains Sandvine's summary statistics on encryption,Global,"Report contains Sandvine's summary statistics on encryption, 2015",https://www.sandvine.com/hubfs/downloads/archive/global-internet-phenomena-spotlight-encrypted-internet-traffic.pdf,8/5/15,0,irregular,Sandvine,"Sandvine Incorporated is a networking equipment company based in Fremont, California, United States",2,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Surveys & Statistics,,,,,The Threat of Encrypted Traffic to Federal Agencies,year,1/1/15,12/31/15,Survey & Statistics Data,Security Statistics,2016. Report contains summary statistics that outline the reasons cited for not inspecting traffic as well as actions federal agencies can take to remedy the problem,Global,"Report contains summary statistics that outline the reasons cited for not inspecting traffic as well as actions federal agencies can take to remedy the problem, 2016",https://www.a10networks.com/resources/white-papers/threat-encrypted-traffic-federal-agencies,7/8/16,0,irregular,A10 Networks,A10 Networks is a U.S. public company specializing in the manufacturing of application delivery controllers,2,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,,,,,,,Surveys & Statistics,,,,,"Use of enterprise-wide encryption solutions worldwide from FY2012 to FY2017, by industry",year,1/1/12,12/31/17,Survey & Statistics Data,Survey Data,2012-2017. Dataset has usage rate of encryption solutions by industry,Global,This report contains global usage rate of enterprise-wide encryption solutions by industry from 2012-2017,https://www.statista.com/statistics/529768/worldwide-enterprise-encryption-use-by-industry/,4/30/18,588,irregular,Statista,Statista is an online statistics portal that aggregates and repackages market research data,2,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,Cloud Encryption,,,,,,Sales,,,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains cloud encryption revenue from encryption software segmented by region,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,Cloud Encryption,,,,,,Sales,Region,,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains cloud encryption revenue from encryption software,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,Database Encryption,,,,,,Sales,Region,,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains database encryption revenue from encryption software segmented by region,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,Disk Encryption,,,,,,Sales,Region,,,,"Encryption Software Market by Component, Application, Deployment Type, Organization Size, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Revenue,2015-2022. Dataset likely contains disk encryption revenue from encryption software segmented by region,Global,"Report contains encryption software market by component forecast, 2015-2022",https://www.marketsandmarkets.com/Market-Reports/encryption-software-market-227254588.html,10/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,Quantum Encryption,,,,,,Sales,,,,,Assessment of the Future Economic Impact of Quantum Information Science,year,1/1/17,12/31/16,Dollars ($),Market Potential,"2017.  Dataset provides an estimated range of the market potential of several Quantum Communications technologies, including Quantum Key Distribution on page 45",Global,"Report contains an extensive overview of various Quantum Computing segments, including potential market sizes",https://www.ida.org/-/media/feature/publications/a/as/assessment-of-the-future-economic-impact-of-quantum-information-science/p-8567.ashx,8/15/17,0,irregular,Institute for Defense & Analyses,"IDA (Institute for Defense & Analyses) operates three federally funded research and development centers that provide analyses of national security issues and related national challenges requiring scientific, technical, and analytic expertise",2,3,,,45
Technology,Cybersecurity,Data Security,Data Encryption,Quantum Encryption,,,,,,Sales,,,,,Market Research Study in Nanoscale Quantum Optics,year,1/1/19,12/31/29,Dollars ($),Market Potential,2019-2029. Dataset Contains estimated market potential for several (QKD) Quantum Key Distribution segments on page 56,Global,"Report contains an overview and outlook for quantum technologies, 2019",https://www.cost-nqo.eu/wp-content/uploads/2019/04/COST-NQO-Market-Research-Study-web.pdf,4/8/19,0,irregular,(COST) European Cooperation in Science and Technology,(COST) European Cooperation in Science and Technology is an intergovernmental funding organization for research and innovation in Europe,2,3,,,56
Technology,Cybersecurity,Data Security,Data Encryption,Quantum Encryption,,,,,,Sales,,,,,Quantum Encryption Market to Reach $2.5 billion Revenues by 2022,year,1/1/17,12/31/26,Dollars ($),Revenue,2017-2026. Dataset contains Quantum Encryption revenue segmented by end-use.,Global,This report contains Quantum Encryption revenue growth forecast. 2017-2026,https://cir-inc.com/news/new-cir-report-states-quantum-encryption-market-to-reach-2-5-billion-revenues-by-2022-mobile-systems-will-ultimately-dominate/,6/5/17,0,irregular,Fibre Systems,"Fibre Systems is a trusted information source for the optical communications industry, aimed at component and subsystem vendors; network equipment manufacturers; planners, installers, and systems integrators; as well as operators and end users of fibre-optic networks worldwide.",2,1,,,
Technology,Cybersecurity,Data Security,Data Encryption,Quantum Encryption,,,,,,Sales,,,,,Quantum Encryption Market to Reach $2.5 Billion Revenues by 2022: Mobile Systems Will Ultimately Dominate (FREE),year,1/1/17,12/31/22,Dollars ($),Revenue,2017-2022.  Dataset contains the quantum encryption market forecast segmented by industry,Global,"Report contains a market forecast of Quantam Computing, 2017-2022 (FREE)",https://www.24-7pressrelease.com/press-release/439317/quantum-encryption-market-to-reach-25-billion-revenues-by-2022-mobile-systems-will-ultimately-dominate,6/6/17,0,irregular,Communications Industry Researchers,Communications Industry Researchers (CIR) publishes industry analysis for the optical networking and photonics networks,2,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,Quantum Encryption,,,,,,Sales,Industry,,,,Quantum Encryption Market to Reach $2.5 Billion Revenues by 2022: Mobile Systems Will Ultimately Dominate (FREE),year,1/1/17,12/31/22,Dollars ($),Revenue,2017-2022.  Dataset contains the quantum encryption market forecast segmented by industry,Global,"Report contains a market forecast of Quantam Computing, 2017-2022 (FREE)",https://www.24-7pressrelease.com/press-release/439317/quantum-encryption-market-to-reach-25-billion-revenues-by-2022-mobile-systems-will-ultimately-dominate,6/6/17,0,irregular,Communications Industry Researchers,Communications Industry Researchers (CIR) publishes industry analysis for the optical networking and photonics networks,2,3,,,
Technology,Cybersecurity,Data Security,Data Encryption,Quantum Encryption,,,,,,Vendor Comparison,,,,,Assessment of the Future Economic Impact of Quantum Information Science,year,1/1/17,12/31/16,Dollars ($),Market Potential,2017.  Report contains overview of several quantum encryption related companies on pages 48 and 49,Global,"Report contains an extensive overview of various Quantum Computing segments, including potential market sizes",https://www.ida.org/-/media/feature/publications/a/as/assessment-of-the-future-economic-impact-of-quantum-information-science/p-8567.ashx,8/15/17,0,irregular,Institute for Defense & Analyses,"IDA (Institute for Defense & Analyses) operates three federally funded research and development centers that provide analyses of national security issues and related national challenges requiring scientific, technical, and analytic expertise",2,3,,," 48, 49"
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,,,,,"Data Protection and Recovery Solutions Market Analysis - Forecasts, 2018 - 2025",year,1/1/18,12/31/25,Dollars ($),Revenue,2018-2025. Dataset contains market size and growth for data protection.,"North America, USA, United States, Canada, Europe, UK, United Kingdom, Germany, Asia Pacific, APAC, China, India, Japan, Latin America, Brazil, MEA, EMEA, Middle East & Africa","Report contains data on the data protection and recovery solution industry outlook, 2018-2025",https://www.grandviewresearch.com/industry-analysis/data-protection-recovery-solutions-market/toc,6/1/17,4950,annual,Grand View Research,Grand View Research is a provider of statistics across a broad set of industries.,1,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,,,,,"Market Share Analysis: Data Center Backup and Recovery Software, Worldwide, 2017",year,1/1/14,12/31/22,Dollars ($),Data Center Only Revenue,"2014-2022. Dataset contains data center backup and recovery market revenue by vendor, years may vary",Global,"Report contains a market share analysis for Data Center Backup and Recovery Software, Worldwide, 2017",https://www.gartner.com/doc/3892497/market-share-analysis-data-center,10/31/18,1295,annual,Gartner,"Gartner is a global research and advisory firm that provides insights, advice, and tools",3,2,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,,,,,"Market Share: Storage Management Software, Worldwide, 2017",year,1/1/16,12/31/17,Dollars ($),Revenue,2016-2017. Dataset contains Worldwide Backup and Recovery Software Revenue,Global,"This report contains Worldwide Storage Management Software Market Share, 2017",https://www.gartner.com/en/documents/3881785,7/11/18,6995,annual,Gartner,"Gartner is a global research and advisory firm that provides insights, advice, and tools",3,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,,,,,Worldwide Storage Software and Cloud Services QView,year,1/1/13,12/31/18,Dollars ($),Revenue for Storage Software and Cloud Services only,2013-2018. Dataset contains worldwide Data Protection and Recovery Software for Storage Software and Cloud Services market revenue,Global,This report contains IDC study for worldwide Storage Software and Cloud Services QView market forecast revenue,https://www.idc.com/tracker/showproductinfo.jsp?prod_id=244,5/1/19,-1,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,,,,,"Worldwide Storage Software Forecast, 2019-2023: Software-Defined Storage and Converging Workloads Lead Market Expansion, While Overall Outlook Faces Headwinds",year,1/1/18,12/31/23,Dollars ($),Revenue,2018-2023. Dataset likely contains revenue and forecast of the Data Protection & Recovery Software market,Global,"This report contains Worldwide Storage Software revenue and forecast by region and deployment type, 2019-2023",https://www.idc.com/getdoc.jsp?containerId=US45153419,6/30/19,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,,,,,"Worldwide Storage Software Market Shares, 2018: Vendors Target Opportunity in Protection and Management of Secondary Storage Data, Along with Software-Defined Deployments",year,1/1/16,12/31/18,Dollars ($),Revenue,2016-2018. Dataset may contain Data Protection & Recovery Software market revenue by product segment,Global,"This report contains Worldwide Storage Software revenue by vendor, region, functional market and deployment type, 2016 - 2018",https://www.idc.com/getdoc.jsp?containerId=US45073119,5/1/19,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Deployment Type,,,,"Worldwide Data Protection and Recovery Software Forecast, 2018-2022",year,1/1/17,12/31/22,Dollars ($),Revenue,2017-2022. Dataset contains Data Protection & Recovery revenue by deployment type.,Global,"Report contains Data Recovery & Protection software market forecasts, including segmentations by region, deployment type, and operating environment, 2017-2022",https://www.idc.com/getdoc.jsp?containerId=US44079518,12/1/18,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Industry,,,,"Data Protection and Recovery Solutions Market Analysis - Forecasts, 2018 - 2025",year,1/1/15,12/31/25,Dollars ($),Revenue,2015-2025. Dataset contains market size and growth for data protection by industry.,"North America, USA, United States, Canada, Europe, UK, United Kingdom, Germany, Asia Pacific, APAC, China, India, Japan, Latin America, Brazil, MEA, EMEA, Middle East & Africa","Report contains data on the data protection and recovery solution industry outlook, 2018-2025",https://www.grandviewresearch.com/industry-analysis/data-protection-recovery-solutions-market/toc,6/1/17,4950,annual,Grand View Research,Grand View Research is a provider of statistics across a broad set of industries.,1,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Operating System,,,,"Worldwide Data Protection and Recovery Software Forecast, 2018-2022",year,1/1/17,12/31/22,Dollars ($),Revenue,2017-2022. Dataset contains Data Protection & Recovery revenue by operating system.,Global,"Report contains Data Recovery & Protection software market forecasts, including segmentations by region, deployment type, and operating environment, 2017-2022",https://www.idc.com/getdoc.jsp?containerId=US44079518,12/1/18,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Region,,,,Cyber Security Skills Report,year,1/1/15,12/31/15,Dollars ($),Revenue,"2015. Dataset contains system recovery and data cleaning revenue on page 19, 20, 33, 34","New Zealand, Global, Wellington New Zealand","Report contains a review and identification of the issues in the development of a cyber security workforce that is able to meet the demand of the future and enable growth across the region, 2016",http://www.gw.govt.nz/assets/WRS-files/Cyber-security-skills-report-final.pdf,9/30/16,0,irregular,Greater Wellington Regional Council,The Greater Wellington Regional Council is an organization that promotes sustainable economic growth within New Zealand,2,2,,,"19, 20, 33, 34"
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Region,,,,"Data Protection and Recovery Solutions Market Analysis - Forecasts, 2018 - 2025",year,1/1/15,12/31/25,Dollars ($),Revenue,2015-2025. Dataset contains market size and growth for data protection by region.,"North America, USA, United States, Canada, Europe, UK, United Kingdom, Germany, Asia Pacific, APAC, China, India, Japan, Latin America, Brazil, MEA, EMEA, Middle East & Africa","Report contains data on the data protection and recovery solution industry outlook, 2018-2025",https://www.grandviewresearch.com/industry-analysis/data-protection-recovery-solutions-market/toc,6/1/17,4950,annual,Grand View Research,Grand View Research is a provider of statistics across a broad set of industries.,1,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Region,,,,"Data-Centric Security Market by Component, Organization Size, Deployment Type, Vertical, and Region - Global Forecast to 2022",year,1/1/15,12/31/22,Dollars ($),Data Protection Revenue,2015-2022. Dataset likely contains Data Protection security revenue segmented by region,Global,Report contains data-centric security market by component forecast to 2022,https://www.marketsandmarkets.com/Market-Reports/data-centric-security-market-1504980.html,12/31/17,5650,irregular,Markets and Markets,Markets and Markets is a provider of statistics across a broad set of industries,1,2,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Region,,,,Worldwide Storage Software and Cloud Services QView,year,1/1/13,12/31/18,Dollars ($),Revenue for Storage Software and Cloud Services only,2013-2018. Dataset likely contains worldwide Data Protection and Recovery Software for Storage Software and Cloud Services market revenue segmented by region,Global,This report contains IDC study for worldwide Storage Software and Cloud Services QView market forecast revenue,https://www.idc.com/tracker/showproductinfo.jsp?prod_id=244,5/1/19,-1,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,2,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Subcategory,,,,"Worldwide Storage Software Forecast, 2019-2023: Software-Defined Storage and Converging Workloads Lead Market Expansion, While Overall Outlook Faces Headwinds",year,1/1/18,12/31/23,Dollars ($),Revenue,2018-2023. Dataset likely contains revenue and forecast of the Data Protection & Recovery Software market,Global,"This report contains Worldwide Storage Software revenue and forecast by region and deployment type, 2019-2023",https://www.idc.com/getdoc.jsp?containerId=US45153419,6/30/19,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
Technology,Cybersecurity,Data Security,Data Protection & Recovery,,,,,,,Sales,Subcategory,,,,"Worldwide Storage Software Market Shares, 2018: Vendors Target Opportunity in Protection and Management of Secondary Storage Data, Along with Software-Defined Deployments",year,1/1/16,12/31/18,Dollars ($),Revenue,2016-2018. Dataset may contain Data Protection & Recovery Software market revenue by product segment,Global,"This report contains Worldwide Storage Software revenue by vendor, region, functional market and deployment type, 2016 - 2018",https://www.idc.com/getdoc.jsp?containerId=US45073119,5/1/19,4500,annual,IDC,"IDC is a leading provider of market research and advisory services for the IT, telecom, and consumer markets",3,3,,,
